yyyymmdd,data,ano,year,month,day,time,time_difference,ltm
20121007,26.6,-0.21347248576849864,2012,10,7,77711,1.0,26.8134724857685
20121008,26.5,-0.22182163187855863,2012,10,8,77712,1.0,26.72182163187856
20121009,26.200000000000003,-0.4388994307400367,2012,10,9,77713,1.0,26.63889943074004
20121010,26.3,-0.25692599620493795,2012,10,10,77714,1.0,26.55692599620494
20121011,25.8,-0.6620493358633759,2012,10,11,77715,1.0,26.462049335863377
20121012,25.3,-1.0609108159392804,2012,10,12,77716,1.0,26.36091081593928
20121013,25.3,-0.9514231499051213,2012,10,13,77717,1.0,26.251423149905122
20121014,25.700000000000003,-0.43927893738140256,2012,10,14,77718,1.0,26.139278937381405
20121015,26.3,0.27229601518026314,2012,10,15,77719,1.0,26.027703984819738
20121016,26.200000000000003,0.284250474383299,2012,10,16,77720,1.0,25.915749525616704
20121017,26.5,0.704174573055024,2012,10,17,77721,1.0,25.795825426944976
20121018,24.6,-1.0580645161290292,2012,10,18,77722,1.0,25.65806451612903
20121019,24.6,-0.9225806451612932,2012,10,19,77723,1.0,25.522580645161295
20121020,24.900000000000002,-0.49810246679316705,2012,10,20,77724,1.0,25.39810246679317
20121021,25.0,-0.2766603415559743,2012,10,21,77725,1.0,25.276660341555974
20121022,25.700000000000003,0.5187855787476323,2012,10,22,77726,1.0,25.18121442125237
20121023,26.3,1.200948766603414,2012,10,23,77727,1.0,25.099051233396587
20121024,25.6,0.6068311195445908,2012,10,24,77728,1.0,24.99316888045541
20121025,25.8,0.9206831119544603,2012,10,25,77729,1.0,24.87931688804554
20121026,25.1,0.3280834914611006,2012,10,26,77730,1.0,24.7719165085389
20121027,26.1,1.433017077798862,2012,10,27,77731,1.0,24.66698292220114
20121028,26.200000000000003,1.6417457305502872,2012,10,28,77732,1.0,24.558254269449716
20121029,25.3,0.8548387096774199,2012,10,29,77733,1.0,24.44516129032258
20121030,23.200000000000003,-1.1413662239089177,2012,10,30,77734,1.0,24.34136622390892
20121031,19.8,-4.4442125237191625,2012,10,31,77735,1.0,24.244212523719163
20121101,21.1,-3.042504743833021,2012,11,1,77736,1.0,24.142504743833022
20121102,22.6,-1.440796963946866,2012,11,2,77737,1.0,24.040796963946867
20121103,23.6,-0.35882352941176165,2012,11,3,77738,1.0,23.958823529411763
20121104,24.200000000000003,0.33814041745730705,2012,11,4,77739,1.0,23.861859582542696
20121105,24.1,0.3525616698292211,2012,11,5,77740,1.0,23.74743833017078
20121106,23.700000000000003,0.06413662239089746,2012,11,6,77741,1.0,23.635863377609105
20121107,23.200000000000003,-0.3259962049335847,2012,11,7,77742,1.0,23.525996204933588
20121108,23.700000000000003,0.2975332068311225,2012,11,8,77743,1.0,23.40246679316888
20121109,24.900000000000002,1.6277039848197354,2012,11,9,77744,1.0,23.272296015180267
20121110,25.5,2.353320683111953,2012,11,10,77745,1.0,23.146679316888047
20121111,22.5,-0.5166982922201129,2012,11,11,77746,1.0,23.016698292220113
20121112,22.200000000000003,-0.674383301707774,2012,11,12,77747,1.0,22.874383301707777
20121113,23.1,0.37628083491460984,2012,11,13,77748,1.0,22.72371916508539
20121114,23.400000000000002,0.8058823529411789,2012,11,14,77749,1.0,22.594117647058823
20121115,23.1,0.6297912713472513,2012,11,15,77750,1.0,22.47020872865275
20121116,23.1,0.7793168880455426,2012,11,16,77751,1.0,22.32068311195446
20121117,20.400000000000002,-1.763187855787475,2012,11,17,77752,1.0,22.163187855787477
20121118,20.1,-1.9193548387096762,2012,11,18,77753,1.0,22.019354838709678
20121119,22.0,0.10910815939278962,2012,11,19,77754,1.0,21.89089184060721
20121120,22.1,0.3628083491461105,2012,11,20,77755,1.0,21.73719165085389
20121121,22.6,1.0136622390891858,2012,11,21,77756,1.0,21.586337760910816
20121122,25.1,3.672675521821631,2012,11,22,77757,1.0,21.42732447817837
20121123,22.400000000000002,1.1516129032258071,2012,11,23,77758,1.0,21.248387096774195
20121124,19.5,-1.590132827324478,2012,11,24,77759,1.0,21.090132827324478
20121125,21.1,0.1455407969639495,2012,11,25,77760,1.0,20.954459203036052
20121126,19.3,-1.5375711574952575,2012,11,26,77761,1.0,20.83757115749526
20121127,16.5,-4.210246679316889,2012,11,27,77762,1.0,20.71024667931689
20121128,19.3,-1.2948766603415542,2012,11,28,77763,1.0,20.594876660341555
20121129,20.3,-0.17931688804554113,2012,11,29,77764,1.0,20.479316888045542
20121130,20.900000000000002,0.5647058823529427,2012,11,30,77765,1.0,20.33529411764706
20121201,20.8,0.6578747628083477,2012,12,1,77766,1.0,20.142125237191653
20121202,18.1,-1.8223908918406089,2012,12,2,77767,1.0,19.92239089184061
20121203,17.1,-2.6138519924098667,2012,12,3,77768,1.0,19.713851992409868
20121204,17.3,-2.2197343453510427,2012,12,4,77769,1.0,19.519734345351043
20121205,16.2,-3.169639468690704,2012,12,5,77770,1.0,19.369639468690703
20121206,16.900000000000002,-2.3612903225806434,2012,12,6,77771,1.0,19.261290322580646
20121207,18.400000000000002,-0.7462998102466791,2012,12,7,77772,1.0,19.14629981024668
20121208,18.8,-0.2159392789373804,2012,12,8,77773,1.0,19.01593927893738
20121209,19.0,0.09146110056925849,2012,12,9,77774,1.0,18.90853889943074
20121210,18.3,-0.49525616698292296,2012,12,10,77775,1.0,18.795256166982924
20121211,18.7,0.024857685009486374,2012,12,11,77776,1.0,18.675142314990513
20121212,17.900000000000002,-0.6457305502846324,2012,12,12,77777,1.0,18.545730550284635
20121213,18.900000000000002,0.472296015180266,2012,12,13,77778,1.0,18.427703984819736
20121214,21.0,2.6743833017077776,2012,12,14,77779,1.0,18.325616698292222
20121215,22.3,4.1210626185958255,2012,12,15,77780,1.0,18.178937381404175
20121216,23.5,5.477798861480075,2012,12,16,77781,1.0,18.022201138519925
20121217,21.700000000000003,3.791064638783272,2012,12,17,77782,1.0,17.90893536121673
20121218,17.1,-0.7321904761904783,2012,12,18,77783,1.0,17.83219047619048
20121219,15.100000000000001,-2.6765267175572482,2012,12,19,77784,1.0,17.77652671755725
20121220,17.8,0.07992351816443133,2012,12,20,77785,1.0,17.72007648183557
20121221,20.700000000000003,3.0097701149425333,2012,12,21,77786,1.0,17.69022988505747
20121222,18.400000000000002,0.7539347408829187,2012,12,22,77787,1.0,17.646065259117083
20121223,13.3,-4.277692307692309,2012,12,23,77788,1.0,17.57769230769231
20121224,13.3,-4.210019267822737,2012,12,24,77789,1.0,17.510019267822738
20121225,17.0,-0.42258687258687644,2012,12,25,77790,1.0,17.422586872586876
20121226,18.7,1.3593810444874244,2012,12,26,77791,1.0,17.340618955512575
20121227,18.6,1.3556201550387605,2012,12,27,77792,1.0,17.24437984496124
20121228,19.700000000000003,2.555145631067962,2012,12,28,77793,1.0,17.14485436893204
20121229,18.0,0.9791828793774293,2012,12,29,77794,1.0,17.02081712062257
20121230,10.4,-6.516569200779729,2012,12,30,77795,1.0,16.91656920077973
20121231,10.200000000000001,-6.642382812500001,2012,12,31,77796,1.0,16.842382812500002
20130101,13.9,-2.942549019607844,2013,1,1,77797,1.0,16.842549019607844
20130102,16.8,-0.054011741682973735,2013,1,2,77798,1.0,16.854011741682974
20130103,16.8,-0.06699218749999858,2013,1,3,77799,1.0,16.8669921875
20130104,12.9,-3.989083820662769,2013,1,4,77800,1.0,16.88908382066277
20130105,14.3,-2.5963035019455276,2013,1,5,77801,1.0,16.89630350194553
20130106,15.100000000000001,-1.7648543689320384,2013,1,6,77802,1.0,16.86485436893204
20130107,15.200000000000001,-1.6209302325581394,2013,1,7,77803,1.0,16.82093023255814
20130108,17.5,0.7305609284332704,2013,1,8,77804,1.0,16.76943907156673
20130109,16.2,-0.479150579150577,2013,1,9,77805,1.0,16.679150579150576
20130110,14.700000000000001,-1.9163776493256268,2013,1,10,77806,1.0,16.616377649325628
20130111,16.3,-0.2690384615384609,2013,1,11,77807,1.0,16.56903846153846
20130112,16.400000000000002,-0.1297504798464466,2013,1,12,77808,1.0,16.52975047984645
20130113,16.8,0.28467432950191807,2013,1,13,77809,1.0,16.515325670498083
20130114,15.700000000000001,-0.7820267686424476,2013,1,14,77810,1.0,16.48202676864245
20130115,15.9,-0.5845419847328284,2013,1,15,77811,1.0,16.48454198473283
20130116,17.400000000000002,0.8967619047619095,2013,1,16,77812,1.0,16.503238095238093
20130117,16.900000000000002,0.3762357414448694,2013,1,17,77813,1.0,16.523764258555133
20130118,14.600000000000001,-1.9187855787476273,2013,1,18,77814,1.0,16.51878557874763
20130119,15.0,-1.4920303605313094,2013,1,19,77815,1.0,16.49203036053131
20130120,17.8,1.3343453510436412,2013,1,20,77816,1.0,16.46565464895636
20130121,20.400000000000002,3.9611005692599655,2013,1,21,77817,1.0,16.438899430740037
20130122,21.400000000000002,4.956166982922202,2013,1,22,77818,1.0,16.4438330170778
20130123,18.1,1.6267552182163172,2013,1,23,77819,1.0,16.473244781783684
20130124,18.900000000000002,2.4013282732447827,2013,1,24,77820,1.0,16.49867172675522
20130125,18.1,1.5705882352941174,2013,1,25,77821,1.0,16.529411764705884
20130126,17.7,1.1652751423149894,2013,1,26,77822,1.0,16.53472485768501
20130127,16.400000000000002,-0.150284629981023,2013,1,27,77823,1.0,16.550284629981025
20130128,16.2,-0.37912713472486104,2013,1,28,77824,1.0,16.57912713472486
20130129,17.8,1.166982922201143,2013,1,29,77825,1.0,16.633017077798858
20130130,18.1,1.403795066413668,2013,1,30,77826,1.0,16.696204933586333
20130131,18.6,1.8574952561669846,2013,1,31,77827,1.0,16.742504743833017
20130201,20.700000000000003,3.9436432637571173,2013,2,1,77828,1.0,16.756356736242886
20130202,21.1,4.336812144212523,2013,2,2,77829,1.0,16.76318785578748
20130203,18.900000000000002,2.1349146110056942,2013,2,3,77830,1.0,16.765085388994308
20130204,21.200000000000003,4.468500948766607,2013,2,4,77831,1.0,16.731499051233396
20130205,22.1,5.394686907020873,2013,2,5,77832,1.0,16.70531309297913
20130206,21.3,4.601897533206831,2013,2,6,77833,1.0,16.69810246679317
20130207,19.1,2.3658444022770375,2013,2,7,77834,1.0,16.734155597722964
20130208,16.400000000000002,-0.39867172675521445,2013,2,8,77835,1.0,16.798671726755217
20130209,14.100000000000001,-2.7719165085388973,2013,2,9,77836,1.0,16.8719165085389
20130210,15.9,-1.058254269449714,2013,2,10,77837,1.0,16.958254269449714
20130211,17.2,0.14914611005692535,2013,2,11,77838,1.0,17.050853889943074
20130212,19.0,1.8550284629980993,2013,2,12,77839,1.0,17.1449715370019
20130213,17.400000000000002,0.1755218216318788,2013,2,13,77840,1.0,17.224478178368123
20130214,18.5,1.171537001897537,2013,2,14,77841,1.0,17.328462998102463
20130215,20.8,3.3783681214421257,2013,2,15,77842,1.0,17.421631878557875
20130216,17.3,-0.20815939278937634,2013,2,16,77843,1.0,17.508159392789377
20130217,18.2,0.6066413662239079,2013,2,17,77844,1.0,17.59335863377609
20130218,21.1,3.3977229601517998,2013,2,18,77845,1.0,17.7022770398482
20130219,20.900000000000002,3.112903225806452,2013,2,19,77846,1.0,17.78709677419355
20130220,17.3,-0.5464895635673628,2013,2,20,77847,1.0,17.846489563567363
20130221,17.7,-0.17134724857685057,2013,2,21,77848,1.0,17.87134724857685
20130222,19.1,1.2102466793168851,2013,2,22,77849,1.0,17.889753320683116
20130223,18.0,0.08481973434535206,2013,2,23,77850,1.0,17.915180265654648
20130224,18.0,0.05351043643263864,2013,2,24,77851,1.0,17.94648956356736
20130225,19.6,1.5943074003795097,2013,2,25,77852,1.0,18.00569259962049
20130226,21.3,3.207779886148007,2013,2,26,77853,1.0,18.092220113851994
20130227,22.700000000000003,4.533965844402278,2013,2,27,77854,1.0,18.166034155597725
20130228,19.0,0.7476280834914597,2013,2,28,77855,1.0,18.25237191650854
20130301,20.1,1.756925996204938,2013,3,1,77856,1.0,18.343074003795063
20130302,17.900000000000002,-0.5434535104364322,2013,3,2,77857,1.0,18.443453510436434
20130303,15.3,-3.280645161290323,2013,3,3,77858,1.0,18.580645161290324
20130304,16.7,-2.0332068311195464,2013,3,4,77859,1.0,18.733206831119546
20130305,18.5,-0.3787476280834916,2013,3,5,77860,1.0,18.87874762808349
20130306,19.3,0.2977229601518019,2013,3,6,77861,1.0,19.0022770398482
20130307,20.400000000000002,1.2578747628083526,2013,3,7,77862,1.0,19.14212523719165
20130308,21.5,2.2481973434535085,2013,3,8,77863,1.0,19.25180265654649
20130309,21.5,2.172485768500948,2013,3,9,77864,1.0,19.327514231499052
20130310,21.5,2.1149905123339643,2013,3,10,77865,1.0,19.385009487666036
20130311,20.3,0.8402277039848229,2013,3,11,77866,1.0,19.459772296015178
20130312,20.400000000000002,0.8468690702087294,2013,3,12,77867,1.0,19.553130929791273
20130313,22.8,3.1749525616698264,2013,3,13,77868,1.0,19.625047438330174
20130314,19.900000000000002,0.1872865275142317,2013,3,14,77869,1.0,19.71271347248577
20130315,19.200000000000003,-0.6085388994307408,2013,3,15,77870,1.0,19.808538899430744
20130316,20.0,0.1094876660341555,2013,3,16,77871,1.0,19.890512333965845
20130317,21.200000000000003,1.2406072106261838,2013,3,17,77872,1.0,19.95939278937382
20130318,23.6,3.5789373814041774,2013,3,18,77873,1.0,20.021062618595824
20130319,24.3,4.202846299810247,2013,3,19,77874,1.0,20.097153700189754
20130320,25.1,4.932637571157496,2013,3,20,77875,1.0,20.167362428842505
20130321,20.8,0.5618595825426951,2013,3,21,77876,1.0,20.238140417457306
20130322,21.5,1.1821631878557888,2013,3,22,77877,1.0,20.31783681214421
20130323,23.3,2.881024667931687,2013,3,23,77878,1.0,20.418975332068314
20130324,23.400000000000002,2.844212523719168,2013,3,24,77879,1.0,20.555787476280834
20130325,21.200000000000003,0.4990512333965924,2013,3,25,77880,1.0,20.70094876660341
20130326,19.0,-1.8607210626185982,2013,3,26,77881,1.0,20.860721062618598
20130327,20.0,-1.0309297912713475,2013,3,27,77882,1.0,21.030929791271348
20130328,19.700000000000003,-1.4647058823529377,2013,3,28,77883,1.0,21.16470588235294
20130329,20.3,-0.980645161290326,2013,3,29,77884,1.0,21.280645161290327
20130330,18.7,-2.702087286527515,2013,3,30,77885,1.0,21.402087286527514
20130331,19.700000000000003,-1.7933586337760872,2013,3,31,77886,1.0,21.49335863377609
20130401,20.1,-1.4736242884250466,2013,4,1,77887,1.0,21.573624288425048
20130402,21.1,-0.5641366223908904,2013,4,2,77888,1.0,21.66413662239089
20130403,19.1,-2.6261859582542684,2013,4,3,77889,1.0,21.72618595825427
20130404,19.3,-2.483111954459204,2013,4,4,77890,1.0,21.783111954459205
20130405,23.3,1.4343453510436426,2013,4,5,77891,1.0,21.865654648956358
20130406,20.400000000000002,-1.586907020872868,2013,4,6,77892,1.0,21.98690702087287
20130407,17.400000000000002,-4.694497153700187,2013,4,7,77893,1.0,22.09449715370019
20130408,18.8,-3.400379506641368,2013,4,8,77894,1.0,22.20037950664137
20130409,19.400000000000002,-2.9277039848197326,2013,4,9,77895,1.0,22.327703984819735
20130410,18.400000000000002,-4.0588235294117645,2013,4,10,77896,1.0,22.458823529411767
20130411,17.3,-5.287666034155599,2013,4,11,77897,1.0,22.5876660341556
20130412,17.2,-5.501518026565467,2013,4,12,77898,1.0,22.701518026565466
20130413,19.900000000000002,-2.900948766603417,2013,4,13,77899,1.0,22.80094876660342
20130414,21.6,-1.292220113851993,2013,4,14,77900,1.0,22.892220113851995
20130415,22.900000000000002,-0.08671726755218145,2013,4,15,77901,1.0,22.986717267552184
20130416,22.8,-0.2888045540797002,2013,4,16,77902,1.0,23.0888045540797
20130417,24.8,1.5962049335863355,2013,4,17,77903,1.0,23.203795066413665
20130418,25.5,2.1751423149905094,2013,4,18,77904,1.0,23.32485768500949
20130419,25.200000000000003,1.7635673624288444,2013,4,19,77905,1.0,23.43643263757116
20130420,22.700000000000003,-0.8535104364326358,2013,4,20,77906,1.0,23.55351043643264
20130421,22.0,-1.663187855787477,2013,4,21,77907,1.0,23.663187855787477
20130422,19.8,-3.989753320683114,2013,4,22,77908,1.0,23.789753320683115
20130423,22.1,-1.8370018975332059,2013,4,23,77909,1.0,23.937001897533207
20130424,25.0,0.9148007590132785,2013,4,24,77910,1.0,24.08519924098672
20130425,26.0,1.795445920303603,2013,4,25,77911,1.0,24.204554079696397
20130426,22.1,-2.209108159392791,2013,4,26,77912,1.0,24.309108159392792
20130427,21.5,-2.9123339658444003,2013,4,27,77913,1.0,24.4123339658444
20130428,22.1,-2.428842504743834,2013,4,28,77914,1.0,24.528842504743835
20130429,23.700000000000003,-0.9394686907020855,2013,4,29,77915,1.0,24.63946869070209
20130430,24.400000000000002,-0.3601518026565458,2013,4,30,77916,1.0,24.760151802656548
20130501,21.8,-3.090512333965844,2013,5,1,77917,1.0,24.890512333965845
20130502,19.3,-5.71290322580645,2013,5,2,77918,1.0,25.01290322580645
20130503,19.700000000000003,-5.434724857685005,2013,5,3,77919,1.0,25.134724857685008
20130504,20.8,-4.460151802656547,2013,5,4,77920,1.0,25.260151802656548
20130505,22.1,-3.255787476280833,2013,5,5,77921,1.0,25.355787476280835
20130506,22.400000000000002,-3.026185958254267,2013,5,6,77922,1.0,25.42618595825427
20130507,23.3,-2.1878557874762805,2013,5,7,77923,1.0,25.48785578747628
20130508,22.900000000000002,-2.662998102466794,2013,5,8,77924,1.0,25.562998102466796
20130509,25.200000000000003,-0.4518026565464872,2013,5,9,77925,1.0,25.65180265654649
20130510,25.0,-0.7557874762808368,2013,5,10,77926,1.0,25.755787476280837
20130511,25.6,-0.2734345351043608,2013,5,11,77927,1.0,25.873434535104362
20130512,24.700000000000003,-1.2914611005692578,2013,5,12,77928,1.0,25.99146110056926
20130513,26.0,-0.10132827324478555,2013,5,13,77929,1.0,26.101328273244786
20130514,26.200000000000003,-0.017077798861478755,2013,5,14,77930,1.0,26.21707779886148
20130515,28.400000000000002,2.0688804554079674,2013,5,15,77931,1.0,26.331119544592035
20130516,27.6,1.16337760910816,2013,5,16,77932,1.0,26.43662239089184
20130517,25.900000000000002,-0.6398481973434507,2013,5,17,77933,1.0,26.539848197343453
20130518,28.3,1.6629981024667941,2013,5,18,77934,1.0,26.637001897533207
20130519,29.200000000000003,2.4540796963946896,2013,5,19,77935,1.0,26.745920303605313
20130520,29.0,2.140796963946869,2013,5,20,77936,1.0,26.85920303605313
20130521,25.700000000000003,-1.2607210626185932,2013,5,21,77937,1.0,26.960721062618596
20130522,24.8,-2.242884250474386,2013,5,22,77938,1.0,27.042884250474387
20130523,26.5,-0.622390891840606,2013,5,23,77939,1.0,27.122390891840606
20130524,27.8,0.5992409867172661,2013,5,24,77940,1.0,27.200759013282735
20130525,25.700000000000003,-1.5616698292220121,2013,5,25,77941,1.0,27.261669829222015
20130526,27.8,0.47248576850094537,2013,5,26,77942,1.0,27.327514231499055
20130527,28.8,1.409487666034149,2013,5,27,77943,1.0,27.39051233396585
20130528,29.200000000000003,1.7654648956356773,2013,5,28,77944,1.0,27.434535104364326
20130529,29.1,1.6119544592030337,2013,5,29,77945,1.0,27.488045540796968
20130530,29.3,1.7660341555977226,2013,5,30,77946,1.0,27.533965844402278
20130531,29.5,1.9203036053130909,2013,5,31,77947,1.0,27.57969639468691
20130601,29.6,1.958823529411763,2013,6,1,77948,1.0,27.64117647058824
20130602,29.8,2.0981024667931685,2013,6,2,77949,1.0,27.701897533206832
20130603,29.8,2.041935483870965,2013,6,3,77950,1.0,27.758064516129036
20130604,28.0,0.177988614800757,2013,6,4,77951,1.0,27.822011385199243
20130605,26.8,-1.1182163187855814,2013,6,5,77952,1.0,27.918216318785582
20130606,27.1,-0.9185958254269408,2013,6,6,77953,1.0,28.018595825426942
20130607,29.200000000000003,1.1104364326375737,2013,6,7,77954,1.0,28.08956356736243
20130608,29.3,1.1379506641366213,2013,6,8,77955,1.0,28.16204933586338
20130609,29.1,0.864326375711574,2013,6,9,77956,1.0,28.235673624288427
20130610,28.6,0.30929791271347185,2013,6,10,77957,1.0,28.29070208728653
20130611,24.0,-4.338519924098673,2013,6,11,77958,1.0,28.338519924098673
20130612,24.400000000000002,-3.983870967741936,2013,6,12,77959,1.0,28.383870967741938
20130613,25.0,-3.413662239089188,2013,6,13,77960,1.0,28.413662239089188
20130614,24.900000000000002,-3.559013282732444,2013,6,14,77961,1.0,28.459013282732446
20130615,25.6,-2.8977229601517998,2013,6,15,77962,1.0,28.4977229601518
20130616,26.8,-1.7318785578747615,2013,6,16,77963,1.0,28.531878557874762
20130617,27.5,-1.068500948766605,2013,6,17,77964,1.0,28.568500948766605
20130618,28.8,0.19032258064516228,2013,6,18,77965,1.0,28.60967741935484
20130619,29.700000000000003,1.0593927893738169,2013,6,19,77966,1.0,28.640607210626186
20130620,30.1,1.4322580645161267,2013,6,20,77967,1.0,28.667741935483875
20130621,29.6,0.9125237191650832,2013,6,21,77968,1.0,28.687476280834918
20130622,27.5,-1.2203036053130987,2013,6,22,77969,1.0,28.7203036053131
20130623,27.6,-1.1595825426944977,2013,6,23,77970,1.0,28.7595825426945
20130624,27.400000000000002,-1.3924098671726775,2013,6,24,77971,1.0,28.79240986717268
20130625,29.3,0.4772296015180224,2013,6,25,77972,1.0,28.82277039848198
20130626,29.700000000000003,0.8385199240986694,2013,6,26,77973,1.0,28.861480075901333
20130627,29.8,0.8850094876660322,2013,6,27,77974,1.0,28.91499051233397
20130628,29.8,0.8252371916508494,2013,6,28,77975,1.0,28.97476280834915
20130629,29.8,0.7791271347248596,2013,6,29,77976,1.0,29.02087286527514
20130630,29.8,0.7398481973434521,2013,6,30,77977,1.0,29.06015180265655
20130701,28.200000000000003,-0.8859582542694504,2013,7,1,77978,1.0,29.085958254269453
20130702,29.400000000000002,0.28633776091081486,2013,7,2,77979,1.0,29.113662239089187
20130703,29.700000000000003,0.5692599620493368,2013,7,3,77980,1.0,29.130740037950666
20130704,29.5,0.36869070208728516,2013,7,4,77981,1.0,29.131309297912715
20130705,29.8,0.6800759013282729,2013,7,5,77982,1.0,29.119924098671728
20130706,28.5,-0.6036053130929844,2013,7,6,77983,1.0,29.103605313092984
20130707,27.3,-1.7979127134724884,2013,7,7,77984,1.0,29.09791271347249
20130708,28.8,-0.31290322580645125,2013,7,8,77985,1.0,29.112903225806452
20130709,29.0,-0.13263757115749897,2013,7,9,77986,1.0,29.1326375711575
20130710,27.5,-1.651992409867173,2013,7,10,77987,1.0,29.151992409867173
20130711,28.8,-0.3685009487666022,2013,7,11,77988,1.0,29.168500948766603
20130712,29.700000000000003,0.5288425047438352,2013,7,12,77989,1.0,29.171157495256168
20130713,30.1,0.9170777988614773,2013,7,13,77990,1.0,29.182922201138524
20130714,29.3,0.09165085388994498,2013,7,14,77991,1.0,29.208349146110056
20130715,26.0,-3.2201138519924086,2013,7,15,77992,1.0,29.22011385199241
20130716,25.900000000000002,-3.33491461100569,2013,7,16,77993,1.0,29.234914611005692
20130717,26.200000000000003,-3.044971537001892,2013,7,17,77994,1.0,29.244971537001895
20130718,27.3,-1.9406072106261867,2013,7,18,77995,1.0,29.240607210626187
20130719,26.8,-2.419354838709676,2013,7,19,77996,1.0,29.219354838709677
20130720,27.3,-1.898671726755218,2013,7,20,77997,1.0,29.19867172675522
20130721,27.400000000000002,-1.7869070208728637,2013,7,21,77998,1.0,29.186907020872866
20130722,27.8,-1.3833017077798857,2013,7,22,77999,1.0,29.183301707779886
20130723,27.400000000000002,-1.7958254269449725,2013,7,23,78000,1.0,29.195825426944975
20130724,26.0,-3.2009487666034175,2013,7,24,78001,1.0,29.200948766603418
20130725,25.700000000000003,-3.496963946869066,2013,7,25,78002,1.0,29.19696394686907
20130726,26.200000000000003,-2.9709677419354783,2013,7,26,78003,1.0,29.17096774193548
20130727,27.0,-2.137760910815935,2013,7,27,78004,1.0,29.137760910815935
20130728,27.700000000000003,-1.403795066413661,2013,7,28,78005,1.0,29.103795066413664
20130729,28.0,-1.071726755218215,2013,7,29,78006,1.0,29.071726755218215
20130730,29.1,0.06375711574952803,2013,7,30,78007,1.0,29.036242884250473
20130731,29.400000000000002,0.38140417457305986,2013,7,31,78008,1.0,29.018595825426942
20130801,28.3,-0.705692599620491,2013,8,1,78009,1.0,29.00569259962049
20130802,26.5,-2.4870967741935495,2013,8,2,78010,1.0,28.98709677419355
20130803,28.200000000000003,-0.7878557874762748,2013,8,3,78011,1.0,28.987855787476278
20130804,29.200000000000003,0.21821631878558279,2013,8,4,78012,1.0,28.98178368121442
20130805,29.400000000000002,0.4187855787476309,2013,8,5,78013,1.0,28.98121442125237
20130806,29.5,0.5134724857684994,2013,8,6,78014,1.0,28.9865275142315
20130807,29.200000000000003,0.21347248576850575,2013,8,7,78015,1.0,28.986527514231497
20130808,29.400000000000002,0.4159392789373868,2013,8,8,78016,1.0,28.984060721062615
20130809,29.6,0.6185958254269437,2013,8,9,78017,1.0,28.981404174573058
20130810,30.0,1.0345351043643234,2013,8,10,78018,1.0,28.965464895635677
20130811,29.8,0.8417457305502865,2013,8,11,78019,1.0,28.958254269449714
20130812,30.6,1.6586337760910865,2013,8,12,78020,1.0,28.941366223908915
20130813,27.5,-1.4161290322580626,2013,8,13,78021,1.0,28.916129032258063
20130814,26.6,-2.3049335863377607,2013,8,14,78022,1.0,28.904933586337762
20130815,28.200000000000003,-0.6935483870967758,2013,8,15,78023,1.0,28.89354838709678
20130816,28.0,-0.8745730550284598,2013,8,16,78024,1.0,28.87457305502846
20130817,28.200000000000003,-0.6527514231499012,2013,8,17,78025,1.0,28.852751423149904
20130818,28.400000000000002,-0.4322580645161267,2013,8,18,78026,1.0,28.83225806451613
20130819,27.5,-1.3259962049335883,2013,8,19,78027,1.0,28.82599620493359
20130820,28.900000000000002,0.08747628083491676,2013,8,20,78028,1.0,28.812523719165085
20130821,29.200000000000003,0.3998102466793192,2013,8,21,78029,1.0,28.800189753320684
20130822,29.200000000000003,0.3994307400379533,2013,8,22,78030,1.0,28.80056925996205
20130823,28.6,-0.17495256166982998,2013,8,23,78031,1.0,28.77495256166983
20130824,28.0,-0.7426944971536997,2013,8,24,78032,1.0,28.7426944971537
20130825,27.700000000000003,-1.0155597722960152,2013,8,25,78033,1.0,28.715559772296018
20130826,28.8,0.08823529411764852,2013,8,26,78034,1.0,28.711764705882352
20130827,29.3,0.5846299810246691,2013,8,27,78035,1.0,28.71537001897533
20130828,29.700000000000003,0.9891840607210618,2013,8,28,78036,1.0,28.71081593927894
20130829,29.6,0.8821631878557881,2013,8,29,78037,1.0,28.717836812144213
20130830,27.3,-1.4250474383301714,2013,8,30,78038,1.0,28.725047438330172
20130831,26.400000000000002,-2.328462998102463,2013,8,31,78039,1.0,28.728462998102465
20130901,27.200000000000003,-1.5267552182163158,2013,9,1,78040,1.0,28.72675521821632
20130902,27.5,-1.2333965844402286,2013,9,2,78041,1.0,28.73339658444023
20130903,26.0,-2.7288425047438345,2013,9,3,78042,1.0,28.728842504743834
20130904,25.0,-3.727134724857688,2013,9,4,78043,1.0,28.727134724857688
20130905,24.1,-4.613851992409867,2013,9,5,78044,1.0,28.713851992409868
20130906,26.3,-2.373624288425045,2013,9,6,78045,1.0,28.673624288425046
20130907,27.5,-1.1415559772296007,2013,9,7,78046,1.0,28.6415559772296
20130908,28.0,-0.6064516129032249,2013,9,8,78047,1.0,28.606451612903225
20130909,28.200000000000003,-0.35711574952561875,2013,9,9,78048,1.0,28.55711574952562
20130910,28.6,0.07703984819734089,2013,9,10,78049,1.0,28.52296015180266
20130911,28.400000000000002,-0.0922201138519938,2013,9,11,78050,1.0,28.492220113851996
20130912,28.5,0.017457305502848186,2013,9,12,78051,1.0,28.482542694497152
20130913,27.8,-0.6675521821631882,2013,9,13,78052,1.0,28.46755218216319
20130914,28.0,-0.4318785578747679,2013,9,14,78053,1.0,28.431878557874768
20130915,28.200000000000003,-0.18956356736242697,2013,9,15,78054,1.0,28.38956356736243
